rank,k,region_k,missing_rssi,weight_power,use_region_filter,mean_error_m,median_error_m,p90_error_m,max_error_m,nearest_mean_error_m,samples
516,6,20,-100.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
517,6,3,-95.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
518,6,3,-95.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
519,6,5,-95.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
520,6,5,-95.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
521,6,8,-95.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
522,6,8,-95.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
523,6,10,-95.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
524,6,10,-95.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
525,6,15,-95.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
526,6,15,-95.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
527,6,20,-95.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
528,6,20,-95.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
529,6,3,-90.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
530,6,3,-90.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
531,6,5,-90.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
532,6,5,-90.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
533,6,8,-90.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
534,6,8,-90.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
535,6,10,-90.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
536,6,10,-90.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
537,6,15,-90.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
538,6,15,-90.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
539,6,20,-90.0,2.0,False,2.5074,1.9646,5.0416,12.1488,3.2097,312
540,6,20,-90.0,2.0,True,2.5074,1.9646,5.0416,12.1488,3.2097,312
541,5,3,-100.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
542,5,3,-100.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
543,5,5,-100.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
544,5,5,-100.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
545,5,8,-100.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
546,5,8,-100.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
547,5,10,-100.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
548,5,10,-100.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
549,5,15,-100.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
550,5,15,-100.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
551,5,20,-100.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
552,5,20,-100.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
553,5,3,-95.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
554,5,3,-95.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
555,5,5,-95.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
556,5,5,-95.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
557,5,8,-95.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
558,5,8,-95.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
559,5,10,-95.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
560,5,10,-95.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
561,5,15,-95.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
562,5,15,-95.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
563,5,20,-95.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
564,5,20,-95.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
565,5,3,-90.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
566,5,3,-90.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
567,5,5,-90.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
568,5,5,-90.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
569,5,8,-90.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
570,5,8,-90.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
571,5,10,-90.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
572,5,10,-90.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
573,5,15,-90.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
574,5,15,-90.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
575,5,20,-90.0,1.0,False,2.5153,1.9297,5.3806,11.9180,3.2097,312
576,5,20,-90.0,1.0,True,2.5153,1.9297,5.3806,11.9180,3.2097,312
577,5,3,-100.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
578,5,3,-100.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
579,5,5,-100.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
580,5,5,-100.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
581,5,8,-100.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
582,5,8,-100.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
583,5,10,-100.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
584,5,10,-100.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
585,5,15,-100.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
586,5,15,-100.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
587,5,20,-100.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
588,5,20,-100.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
589,5,3,-95.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
590,5,3,-95.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
591,5,5,-95.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
592,5,5,-95.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
593,5,8,-95.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
594,5,8,-95.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
595,5,10,-95.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
596,5,10,-95.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
597,5,15,-95.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
598,5,15,-95.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
599,5,20,-95.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
600,5,20,-95.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
601,5,3,-90.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
602,5,3,-90.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
603,5,5,-90.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
604,5,5,-90.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
605,5,8,-90.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
606,5,8,-90.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
607,5,10,-90.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
608,5,10,-90.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
609,5,15,-90.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
610,5,15,-90.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
611,5,20,-90.0,1.5,False,2.5156,1.9039,5.3694,11.9114,3.2097,312
612,5,20,-90.0,1.5,True,2.5156,1.9039,5.3694,11.9114,3.2097,312
613,5,3,-100.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
614,5,3,-100.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
615,5,5,-100.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
616,5,5,-100.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
617,5,8,-100.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
618,5,8,-100.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
619,5,10,-100.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
620,5,10,-100.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
621,5,15,-100.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
622,5,15,-100.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
623,5,20,-100.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
624,5,20,-100.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
625,5,3,-95.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
626,5,3,-95.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
627,5,5,-95.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
628,5,5,-95.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
629,5,8,-95.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
630,5,8,-95.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
631,5,10,-95.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
632,5,10,-95.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
633,5,15,-95.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
634,5,15,-95.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
635,5,20,-95.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
636,5,20,-95.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
637,5,3,-90.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
638,5,3,-90.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
639,5,5,-90.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
640,5,5,-90.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
641,5,8,-90.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
642,5,8,-90.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
643,5,10,-90.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
644,5,10,-90.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
645,5,15,-90.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
646,5,15,-90.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
647,5,20,-90.0,2.0,False,2.5261,1.9045,5.4539,11.9043,3.2097,312
648,5,20,-90.0,2.0,True,2.5261,1.9045,5.4539,11.9043,3.2097,312
649,4,3,-100.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
650,4,3,-100.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
651,4,5,-100.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
652,4,5,-100.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
653,4,8,-100.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
654,4,8,-100.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
655,4,10,-100.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
656,4,10,-100.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
657,4,15,-100.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
658,4,15,-100.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
659,4,20,-100.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
660,4,20,-100.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
661,4,3,-95.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
662,4,3,-95.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
663,4,5,-95.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
664,4,5,-95.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
665,4,8,-95.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
666,4,8,-95.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
667,4,10,-95.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
668,4,10,-95.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
669,4,15,-95.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
670,4,15,-95.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
671,4,20,-95.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
672,4,20,-95.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
673,4,3,-90.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
674,4,3,-90.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
675,4,5,-90.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
676,4,5,-90.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
677,4,8,-90.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
678,4,8,-90.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
679,4,10,-90.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
680,4,10,-90.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
681,4,15,-90.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
682,4,15,-90.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
683,4,20,-90.0,1.5,False,2.5628,1.9274,5.2947,11.9642,3.2097,312
684,4,20,-90.0,1.5,True,2.5628,1.9274,5.2947,11.9642,3.2097,312
685,4,3,-100.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
686,4,3,-100.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
687,4,5,-100.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
688,4,5,-100.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
689,4,8,-100.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
690,4,8,-100.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
691,4,10,-100.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
692,4,10,-100.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
693,4,15,-100.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
694,4,15,-100.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
695,4,20,-100.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
696,4,20,-100.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
697,4,3,-95.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
698,4,3,-95.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
699,4,5,-95.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
700,4,5,-95.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
701,4,8,-95.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
702,4,8,-95.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
703,4,10,-95.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
704,4,10,-95.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
705,4,15,-95.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
706,4,15,-95.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
707,4,20,-95.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
708,4,20,-95.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
709,4,3,-90.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
710,4,3,-90.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
711,4,5,-90.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
712,4,5,-90.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
713,4,8,-90.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
714,4,8,-90.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
715,4,10,-90.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
716,4,10,-90.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
717,4,15,-90.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
718,4,15,-90.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
719,4,20,-90.0,1.0,False,2.5632,2.0067,5.2743,11.9777,3.2097,312
720,4,20,-90.0,1.0,True,2.5632,2.0067,5.2743,11.9777,3.2097,312
721,4,3,-100.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
722,4,3,-100.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
723,4,5,-100.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
724,4,5,-100.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
725,4,8,-100.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
726,4,8,-100.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
727,4,10,-100.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
728,4,10,-100.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
729,4,15,-100.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
730,4,15,-100.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
731,4,20,-100.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
732,4,20,-100.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
733,4,3,-95.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
734,4,3,-95.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
735,4,5,-95.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
736,4,5,-95.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
737,4,8,-95.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
738,4,8,-95.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
739,4,10,-95.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
740,4,10,-95.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
741,4,15,-95.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
742,4,15,-95.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
743,4,20,-95.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
744,4,20,-95.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
745,4,3,-90.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
746,4,3,-90.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
747,4,5,-90.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
748,4,5,-90.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
749,4,8,-90.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
750,4,8,-90.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
751,4,10,-90.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
752,4,10,-90.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
753,4,15,-90.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
754,4,15,-90.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
755,4,20,-90.0,2.0,False,2.5738,2.0002,5.3116,11.9509,3.2097,312
756,4,20,-90.0,2.0,True,2.5738,2.0002,5.3116,11.9509,3.2097,312
757,3,3,-100.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
758,3,3,-100.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
759,3,5,-100.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
760,3,5,-100.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
761,3,8,-100.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
762,3,8,-100.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
763,3,10,-100.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
764,3,10,-100.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
765,3,15,-100.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
766,3,15,-100.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
767,3,20,-100.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
768,3,20,-100.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
769,3,3,-95.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
770,3,3,-95.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
771,3,5,-95.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
772,3,5,-95.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
773,3,8,-95.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
774,3,8,-95.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
775,3,10,-95.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
776,3,10,-95.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
777,3,15,-95.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
778,3,15,-95.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
779,3,20,-95.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
780,3,20,-95.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
781,3,3,-90.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
782,3,3,-90.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
783,3,5,-90.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
784,3,5,-90.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
785,3,8,-90.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
786,3,8,-90.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
787,3,10,-90.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
788,3,10,-90.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
789,3,15,-90.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
790,3,15,-90.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
791,3,20,-90.0,1.5,False,2.6542,2.0128,5.5423,11.7162,3.2097,312
792,3,20,-90.0,1.5,True,2.6542,2.0128,5.5423,11.7162,3.2097,312
793,3,3,-100.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
794,3,3,-100.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
795,3,5,-100.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
796,3,5,-100.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
797,3,8,-100.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
798,3,8,-100.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
799,3,10,-100.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
800,3,10,-100.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
801,3,15,-100.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
802,3,15,-100.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
803,3,20,-100.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
804,3,20,-100.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
805,3,3,-95.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
806,3,3,-95.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
807,3,5,-95.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
808,3,5,-95.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
809,3,8,-95.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
810,3,8,-95.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
811,3,10,-95.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
812,3,10,-95.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
813,3,15,-95.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
814,3,15,-95.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
815,3,20,-95.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
816,3,20,-95.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
817,3,3,-90.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
818,3,3,-90.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
819,3,5,-90.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
820,3,5,-90.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
821,3,8,-90.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
822,3,8,-90.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
823,3,10,-90.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
824,3,10,-90.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
825,3,15,-90.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
826,3,15,-90.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
827,3,20,-90.0,1.0,False,2.6562,2.0021,5.4452,11.7215,3.2097,312
828,3,20,-90.0,1.0,True,2.6562,2.0021,5.4452,11.7215,3.2097,312
829,3,3,-100.0,2.0,False,2.6641,2.0403,5.5009,11.7111,3.2097,312
830,3,3,-100.0,2.0,True,2.6641,2.0403,5.5009,11.7111,3.2097,312
831,3,5,-100.0,2.0,False,2.6641,2.0403,5.5009,11.7111,3.2097,312
