rank,k,region_k,region_count,missing_rssi,weight_power,use_region_filter,mean_error_m,median_error_m,p90_error_m,max_error_m,nearest_mean_error_m,samples
1640,8,15,3,-100.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1641,8,20,1,-100.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1642,8,20,2,-100.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1643,8,20,3,-100.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1644,8,30,1,-100.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1645,8,30,2,-100.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1646,8,30,3,-100.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1647,8,6,1,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1648,8,6,2,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1649,8,6,3,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1650,8,9,1,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1651,8,9,2,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1652,8,9,3,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1653,8,12,1,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1654,8,12,2,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1655,8,12,3,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1656,8,15,1,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1657,8,15,2,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1658,8,15,3,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1659,8,20,1,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1660,8,20,2,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1661,8,20,3,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1662,8,30,1,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1663,8,30,2,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1664,8,30,3,-95.0,2.0,False,2.4739,2.0007,5.0534,11.4925,3.2097,312
1665,15,6,2,-110.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1666,15,9,2,-110.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1667,15,12,2,-110.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1668,15,15,2,-110.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1669,15,6,2,-105.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1670,15,9,2,-105.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1671,15,12,2,-105.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1672,15,15,2,-105.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1673,15,6,2,-100.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1674,15,9,2,-100.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1675,15,12,2,-100.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1676,15,15,2,-100.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1677,15,6,2,-95.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1678,15,9,2,-95.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1679,15,12,2,-95.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1680,15,15,2,-95.0,2.0,True,2.4757,1.9187,5.1016,11.5161,3.0823,312
1681,10,20,3,-110.0,3.0,True,2.4767,1.9032,5.0507,11.7842,3.2097,312
1682,10,20,3,-105.0,3.0,True,2.4767,1.9032,5.0507,11.7842,3.2097,312
1683,10,20,3,-100.0,3.0,True,2.4767,1.9032,5.0507,11.7842,3.2097,312
1684,10,20,3,-95.0,3.0,True,2.4767,1.9032,5.0507,11.7842,3.2097,312
1685,10,6,1,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1686,10,6,2,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1687,10,6,3,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1688,10,9,1,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1689,10,9,2,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1690,10,9,3,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1691,10,12,1,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1692,10,12,2,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1693,10,12,3,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1694,10,15,1,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1695,10,15,2,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1696,10,15,3,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1697,10,20,1,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1698,10,20,2,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1699,10,20,3,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1700,10,30,1,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1701,10,30,2,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1702,10,30,3,-110.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1703,10,6,1,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1704,10,6,2,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1705,10,6,3,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1706,10,9,1,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1707,10,9,2,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1708,10,9,3,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1709,10,12,1,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1710,10,12,2,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1711,10,12,3,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1712,10,15,1,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1713,10,15,2,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1714,10,15,3,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1715,10,20,1,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1716,10,20,2,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1717,10,20,3,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1718,10,30,1,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1719,10,30,2,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1720,10,30,3,-105.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1721,10,6,1,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1722,10,6,2,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1723,10,6,3,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1724,10,9,1,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1725,10,9,2,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1726,10,9,3,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1727,10,12,1,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1728,10,12,2,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1729,10,12,3,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1730,10,15,1,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1731,10,15,2,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1732,10,15,3,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1733,10,20,1,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1734,10,20,2,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1735,10,20,3,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1736,10,30,1,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1737,10,30,2,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1738,10,30,3,-100.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1739,10,6,1,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1740,10,6,2,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1741,10,6,3,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1742,10,9,1,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1743,10,9,2,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1744,10,9,3,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1745,10,12,1,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1746,10,12,2,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1747,10,12,3,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1748,10,15,1,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1749,10,15,2,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1750,10,15,3,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1751,10,20,1,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1752,10,20,2,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1753,10,20,3,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1754,10,30,1,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1755,10,30,2,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1756,10,30,3,-95.0,3.0,False,2.4775,1.9603,5.0557,11.7842,3.2097,312
1757,10,15,2,-110.0,1.5,True,2.4777,1.9153,5.2164,11.8004,3.0875,312
1758,10,15,2,-105.0,1.5,True,2.4777,1.9153,5.2164,11.8004,3.0875,312
1759,10,15,2,-100.0,1.5,True,2.4777,1.9153,5.2164,11.8004,3.0875,312
1760,10,15,2,-95.0,1.5,True,2.4777,1.9153,5.2164,11.8004,3.0875,312
1761,8,6,3,-110.0,1.5,True,2.4781,1.9472,4.8320,11.4506,3.2097,312
1762,8,6,3,-105.0,1.5,True,2.4781,1.9472,4.8320,11.4506,3.2097,312
1763,8,6,3,-100.0,1.5,True,2.4781,1.9472,4.8320,11.4506,3.2097,312
1764,8,6,3,-95.0,1.5,True,2.4781,1.9472,4.8320,11.4506,3.2097,312
1765,8,15,3,-110.0,2.5,True,2.4787,1.9063,4.7863,11.5306,3.2020,312
1766,8,15,3,-105.0,2.5,True,2.4787,1.9063,4.7863,11.5306,3.2020,312
1767,8,15,3,-100.0,2.5,True,2.4787,1.9063,4.7863,11.5306,3.2020,312
1768,8,15,3,-95.0,2.5,True,2.4787,1.9063,4.7863,11.5306,3.2020,312
1769,8,12,3,-110.0,2.0,True,2.4789,2.0273,5.0006,11.4925,3.1809,312
1770,8,12,3,-105.0,2.0,True,2.4789,2.0273,5.0006,11.4925,3.1809,312
1771,8,12,3,-100.0,2.0,True,2.4789,2.0273,5.0006,11.4925,3.1809,312
1772,8,12,3,-95.0,2.0,True,2.4789,2.0273,5.0006,11.4925,3.1809,312
1773,12,30,2,-110.0,1.5,True,2.4792,1.9101,5.2165,11.3039,3.0387,312
1774,12,30,2,-105.0,1.5,True,2.4792,1.9101,5.2165,11.3039,3.0387,312
1775,12,30,2,-100.0,1.5,True,2.4792,1.9101,5.2165,11.3039,3.0387,312
1776,12,30,2,-95.0,1.5,True,2.4792,1.9101,5.2165,11.3039,3.0387,312
1777,10,20,2,-110.0,2.0,True,2.4804,1.9066,5.2113,11.7934,3.1436,312
1778,10,20,2,-105.0,2.0,True,2.4804,1.9066,5.2113,11.7934,3.1436,312
1779,10,20,2,-100.0,2.0,True,2.4804,1.9066,5.2113,11.7934,3.1436,312
1780,10,20,2,-95.0,2.0,True,2.4804,1.9066,5.2113,11.7934,3.1436,312
1781,8,20,2,-110.0,1.5,True,2.4805,1.8778,4.9889,11.4506,3.0738,312
1782,8,20,2,-105.0,1.5,True,2.4805,1.8778,4.9889,11.4506,3.0738,312
1783,8,20,2,-100.0,1.5,True,2.4805,1.8778,4.9889,11.4506,3.0738,312
1784,8,20,2,-95.0,1.5,True,2.4805,1.8778,4.9889,11.4506,3.0738,312
1785,10,6,2,-110.0,2.5,True,2.4806,1.8825,5.1570,11.7881,3.1744,312
1786,10,9,2,-110.0,2.5,True,2.4806,1.8825,5.1570,11.7881,3.1744,312
1787,10,6,2,-105.0,2.5,True,2.4806,1.8825,5.1570,11.7881,3.1744,312
1788,10,9,2,-105.0,2.5,True,2.4806,1.8825,5.1570,11.7881,3.1744,312
1789,10,6,2,-100.0,2.5,True,2.4806,1.8825,5.1570,11.7881,3.1744,312
1790,10,9,2,-100.0,2.5,True,2.4806,1.8825,5.1570,11.7881,3.1744,312
1791,10,6,2,-95.0,2.5,True,2.4806,1.8825,5.1570,11.7881,3.1744,312
1792,10,9,2,-95.0,2.5,True,2.4806,1.8825,5.1570,11.7881,3.1744,312
1793,8,12,3,-110.0,1.5,True,2.4819,2.0428,4.8706,11.4506,3.1981,312
1794,8,12,3,-105.0,1.5,True,2.4819,2.0428,4.8706,11.4506,3.1981,312
1795,8,12,3,-100.0,1.5,True,2.4819,2.0428,4.8706,11.4506,3.1981,312
1796,8,12,3,-95.0,1.5,True,2.4819,2.0428,4.8706,11.4506,3.1981,312
1797,10,30,2,-110.0,2.0,True,2.4822,1.9003,5.2781,11.7934,3.1022,312
1798,10,30,2,-105.0,2.0,True,2.4822,1.9003,5.2781,11.7934,3.1022,312
1799,10,30,2,-100.0,2.0,True,2.4822,1.9003,5.2781,11.7934,3.1022,312
1800,10,30,2,-95.0,2.0,True,2.4822,1.9003,5.2781,11.7934,3.1022,312
1801,10,6,3,-110.0,3.0,True,2.4823,1.9667,5.0738,11.7842,3.2133,312
1802,10,9,3,-110.0,3.0,True,2.4823,1.9667,5.0738,11.7842,3.2133,312
1803,10,6,3,-105.0,3.0,True,2.4823,1.9667,5.0738,11.7842,3.2133,312
1804,10,9,3,-105.0,3.0,True,2.4823,1.9667,5.0738,11.7842,3.2133,312
1805,10,6,3,-100.0,3.0,True,2.4823,1.9667,5.0738,11.7842,3.2133,312
1806,10,9,3,-100.0,3.0,True,2.4823,1.9667,5.0738,11.7842,3.2133,312
1807,10,6,3,-95.0,3.0,True,2.4823,1.9667,5.0738,11.7842,3.2133,312
1808,10,9,3,-95.0,3.0,True,2.4823,1.9667,5.0738,11.7842,3.2133,312
1809,12,30,2,-110.0,2.0,True,2.4829,1.8993,5.2357,11.3753,3.1022,312
1810,12,30,2,-105.0,2.0,True,2.4829,1.8993,5.2357,11.3753,3.1022,312
1811,12,30,2,-100.0,2.0,True,2.4829,1.8993,5.2357,11.3753,3.1022,312
1812,12,30,2,-95.0,2.0,True,2.4829,1.8993,5.2357,11.3753,3.1022,312
1813,12,20,2,-110.0,2.0,True,2.4831,1.9200,5.1544,11.3753,3.1436,312
1814,12,20,2,-105.0,2.0,True,2.4831,1.9200,5.1544,11.3753,3.1436,312
1815,12,20,2,-100.0,2.0,True,2.4831,1.9200,5.1544,11.3753,3.1436,312
1816,12,20,2,-95.0,2.0,True,2.4831,1.9200,5.1544,11.3753,3.1436,312
1817,10,6,2,-110.0,2.0,True,2.4835,1.9033,5.1575,11.7934,3.1497,312
1818,10,9,2,-110.0,2.0,True,2.4835,1.9033,5.1575,11.7934,3.1497,312
1819,10,6,2,-105.0,2.0,True,2.4835,1.9033,5.1575,11.7934,3.1497,312
1820,10,9,2,-105.0,2.0,True,2.4835,1.9033,5.1575,11.7934,3.1497,312
1821,10,6,2,-100.0,2.0,True,2.4835,1.9033,5.1575,11.7934,3.1497,312
1822,10,9,2,-100.0,2.0,True,2.4835,1.9033,5.1575,11.7934,3.1497,312
1823,10,6,2,-95.0,2.0,True,2.4835,1.9033,5.1575,11.7934,3.1497,312
1824,10,9,2,-95.0,2.0,True,2.4835,1.9033,5.1575,11.7934,3.1497,312
1825,12,15,2,-110.0,1.5,True,2.4845,1.9494,5.2021,11.3039,3.0875,312
1826,12,15,2,-105.0,1.5,True,2.4845,1.9494,5.2021,11.3039,3.0875,312
1827,12,15,2,-100.0,1.5,True,2.4845,1.9494,5.2021,11.3039,3.0875,312
1828,12,15,2,-95.0,1.5,True,2.4845,1.9494,5.2021,11.3039,3.0875,312
1829,8,9,2,-110.0,1.5,True,2.4848,1.8911,5.1215,12.1253,3.0693,312
1830,8,9,2,-105.0,1.5,True,2.4848,1.8911,5.1215,12.1253,3.0693,312
1831,8,9,2,-100.0,1.5,True,2.4848,1.8911,5.1215,12.1253,3.0693,312
1832,8,9,2,-95.0,1.5,True,2.4848,1.8911,5.1215,12.1253,3.0693,312
1833,10,12,3,-110.0,3.0,True,2.4850,1.9667,5.0910,11.7842,3.2097,312
1834,10,12,3,-105.0,3.0,True,2.4850,1.9667,5.0910,11.7842,3.2097,312
1835,10,12,3,-100.0,3.0,True,2.4850,1.9667,5.0910,11.7842,3.2097,312
1836,10,12,3,-95.0,3.0,True,2.4850,1.9667,5.0910,11.7842,3.2097,312
1837,8,20,3,-110.0,2.5,True,2.4861,1.8940,4.7850,11.5306,3.2014,312
1838,8,20,3,-105.0,2.5,True,2.4861,1.8940,4.7850,11.5306,3.2014,312
1839,8,20,3,-100.0,2.5,True,2.4861,1.8940,4.7850,11.5306,3.2014,312
1840,8,20,3,-95.0,2.5,True,2.4861,1.8940,4.7850,11.5306,3.2014,312
1841,8,9,3,-110.0,1.5,True,2.4862,2.0570,4.7949,11.4506,3.1916,312
1842,8,9,3,-105.0,1.5,True,2.4862,2.0570,4.7949,11.4506,3.1916,312
1843,8,9,3,-100.0,1.5,True,2.4862,2.0570,4.7949,11.4506,3.1916,312
1844,8,9,3,-95.0,1.5,True,2.4862,2.0570,4.7949,11.4506,3.1916,312
1845,8,6,3,-110.0,2.0,True,2.4864,1.9785,4.9855,11.4925,3.2097,312
1846,8,6,3,-105.0,2.0,True,2.4864,1.9785,4.9855,11.4925,3.2097,312
1847,8,6,3,-100.0,2.0,True,2.4864,1.9785,4.9855,11.4925,3.2097,312
1848,8,6,3,-95.0,2.0,True,2.4864,1.9785,4.9855,11.4925,3.2097,312
1849,15,20,2,-110.0,1.5,True,2.4888,1.8959,5.2410,11.4840,3.0738,312
1850,15,20,2,-105.0,1.5,True,2.4888,1.8959,5.2410,11.4840,3.0738,312
1851,15,20,2,-100.0,1.5,True,2.4888,1.8959,5.2410,11.4840,3.0738,312
1852,15,20,2,-95.0,1.5,True,2.4888,1.8959,5.2410,11.4840,3.0738,312
1853,12,6,2,-110.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1854,12,9,2,-110.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1855,12,12,2,-110.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1856,12,6,2,-105.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1857,12,9,2,-105.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1858,12,12,2,-105.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1859,12,6,2,-100.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1860,12,9,2,-100.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1861,12,12,2,-100.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1862,12,6,2,-95.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1863,12,9,2,-95.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1864,12,12,2,-95.0,2.0,True,2.4899,1.9596,5.1049,11.3753,3.1136,312
1865,8,6,1,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1866,8,6,2,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1867,8,6,3,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1868,8,9,1,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1869,8,9,2,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1870,8,9,3,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1871,8,12,1,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1872,8,12,2,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1873,8,12,3,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1874,8,15,1,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1875,8,15,2,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1876,8,15,3,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1877,8,20,1,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1878,8,20,2,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1879,8,20,3,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1880,8,30,1,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1881,8,30,2,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1882,8,30,3,-110.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1883,8,6,1,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1884,8,6,2,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1885,8,6,3,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1886,8,9,1,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1887,8,9,2,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1888,8,9,3,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1889,8,12,1,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1890,8,12,2,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1891,8,12,3,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1892,8,15,1,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1893,8,15,2,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1894,8,15,3,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1895,8,20,1,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1896,8,20,2,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1897,8,20,3,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1898,8,30,1,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1899,8,30,2,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1900,8,30,3,-105.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1901,8,6,1,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1902,8,6,2,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1903,8,6,3,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1904,8,9,1,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1905,8,9,2,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1906,8,9,3,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1907,8,12,1,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1908,8,12,2,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1909,8,12,3,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1910,8,15,1,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1911,8,15,2,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1912,8,15,3,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1913,8,20,1,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1914,8,20,2,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1915,8,20,3,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1916,8,30,1,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1917,8,30,2,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1918,8,30,3,-100.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1919,8,6,1,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1920,8,6,2,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1921,8,6,3,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1922,8,9,1,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1923,8,9,2,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1924,8,9,3,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1925,8,12,1,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1926,8,12,2,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1927,8,12,3,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1928,8,15,1,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1929,8,15,2,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1930,8,15,3,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1931,8,20,1,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1932,8,20,2,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1933,8,20,3,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1934,8,30,1,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
1935,8,30,2,-95.0,2.5,False,2.4903,1.9873,4.9955,11.5306,3.2097,312
