rank,k,region_k,region_count,missing_rssi,weight_power,use_region_filter,mean_error_m,median_error_m,p90_error_m,max_error_m,nearest_mean_error_m,samples
750,15,30,3,-110.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
751,15,6,1,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
752,15,6,2,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
753,15,6,3,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
754,15,9,1,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
755,15,9,2,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
756,15,9,3,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
757,15,12,1,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
758,15,12,2,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
759,15,12,3,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
760,15,15,1,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
761,15,15,2,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
762,15,15,3,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
763,15,20,1,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
764,15,20,2,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
765,15,20,3,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
766,15,30,1,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
767,15,30,2,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
768,15,30,3,-105.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
769,15,6,1,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
770,15,6,2,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
771,15,6,3,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
772,15,9,1,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
773,15,9,2,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
774,15,9,3,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
775,15,12,1,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
776,15,12,2,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
777,15,12,3,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
778,15,15,1,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
779,15,15,2,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
780,15,15,3,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
781,15,20,1,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
782,15,20,2,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
783,15,20,3,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
784,15,30,1,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
785,15,30,2,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
786,15,30,3,-100.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
787,15,6,1,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
788,15,6,2,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
789,15,6,3,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
790,15,9,1,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
791,15,9,2,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
792,15,9,3,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
793,15,12,1,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
794,15,12,2,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
795,15,12,3,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
796,15,15,1,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
797,15,15,2,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
798,15,15,3,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
799,15,20,1,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
800,15,20,2,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
801,15,20,3,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
802,15,30,1,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
803,15,30,2,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
804,15,30,3,-95.0,1.5,False,2.4382,1.9081,4.7042,11.4840,3.2097,312
805,15,30,3,-110.0,3.0,True,2.4398,1.8668,4.9981,11.5791,3.2066,312
806,15,30,3,-105.0,3.0,True,2.4398,1.8668,4.9981,11.5791,3.2066,312
807,15,30,3,-100.0,3.0,True,2.4398,1.8668,4.9981,11.5791,3.2066,312
808,15,30,3,-95.0,3.0,True,2.4398,1.8668,4.9981,11.5791,3.2066,312
809,10,6,1,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
810,10,6,2,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
811,10,6,3,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
812,10,9,1,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
813,10,9,2,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
814,10,9,3,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
815,10,12,1,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
816,10,12,2,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
817,10,12,3,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
818,10,15,1,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
819,10,15,2,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
820,10,15,3,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
821,10,20,1,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
822,10,20,2,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
823,10,20,3,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
824,10,30,1,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
825,10,30,2,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
826,10,30,3,-110.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
827,10,6,1,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
828,10,6,2,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
829,10,6,3,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
830,10,9,1,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
831,10,9,2,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
832,10,9,3,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
833,10,12,1,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
834,10,12,2,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
835,10,12,3,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
836,10,15,1,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
837,10,15,2,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
838,10,15,3,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
839,10,20,1,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
840,10,20,2,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
841,10,20,3,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
842,10,30,1,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
843,10,30,2,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
844,10,30,3,-105.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
845,10,6,1,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
846,10,6,2,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
847,10,6,3,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
848,10,9,1,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
849,10,9,2,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
850,10,9,3,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
851,10,12,1,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
852,10,12,2,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
853,10,12,3,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
854,10,15,1,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
855,10,15,2,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
856,10,15,3,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
857,10,20,1,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
858,10,20,2,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
859,10,20,3,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
860,10,30,1,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
861,10,30,2,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
862,10,30,3,-100.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
863,10,6,1,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
864,10,6,2,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
865,10,6,3,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
866,10,9,1,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
867,10,9,2,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
868,10,9,3,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
869,10,12,1,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
870,10,12,2,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
871,10,12,3,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
872,10,15,1,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
873,10,15,2,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
874,10,15,3,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
875,10,20,1,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
876,10,20,2,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
877,10,20,3,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
878,10,30,1,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
879,10,30,2,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
880,10,30,3,-95.0,2.0,False,2.4405,2.0001,5.0108,11.7934,3.2097,312
881,12,30,3,-110.0,3.0,True,2.4411,1.8542,5.0640,11.4954,3.2066,312
882,12,30,3,-105.0,3.0,True,2.4411,1.8542,5.0640,11.4954,3.2066,312
883,12,30,3,-100.0,3.0,True,2.4411,1.8542,5.0640,11.4954,3.2066,312
884,12,30,3,-95.0,3.0,True,2.4411,1.8542,5.0640,11.4954,3.2066,312
885,10,6,1,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
886,10,6,2,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
887,10,6,3,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
888,10,9,1,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
889,10,9,2,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
890,10,9,3,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
891,10,12,1,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
892,10,12,2,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
893,10,12,3,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
894,10,15,1,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
895,10,15,2,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
896,10,15,3,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
897,10,20,1,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
898,10,20,2,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
899,10,20,3,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
900,10,30,1,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
901,10,30,2,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
902,10,30,3,-110.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
903,10,6,1,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
904,10,6,2,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
905,10,6,3,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
906,10,9,1,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
907,10,9,2,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
908,10,9,3,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
909,10,12,1,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
910,10,12,2,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
911,10,12,3,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
912,10,15,1,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
913,10,15,2,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
914,10,15,3,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
915,10,20,1,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
916,10,20,2,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
917,10,20,3,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
918,10,30,1,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
919,10,30,2,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
920,10,30,3,-105.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
921,10,6,1,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
922,10,6,2,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
923,10,6,3,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
924,10,9,1,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
925,10,9,2,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
926,10,9,3,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
927,10,12,1,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
928,10,12,2,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
929,10,12,3,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
930,10,15,1,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
931,10,15,2,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
932,10,15,3,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
933,10,20,1,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
934,10,20,2,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
935,10,20,3,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
936,10,30,1,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
937,10,30,2,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
938,10,30,3,-100.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
939,10,6,1,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
940,10,6,2,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
941,10,6,3,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
942,10,9,1,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
943,10,9,2,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
944,10,9,3,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
945,10,12,1,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
946,10,12,2,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
947,10,12,3,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
948,10,15,1,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
949,10,15,2,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
950,10,15,3,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
951,10,20,1,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
952,10,20,2,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
953,10,20,3,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
954,10,30,1,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
955,10,30,2,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
956,10,30,3,-95.0,1.5,False,2.4413,1.9714,4.9269,11.8004,3.2097,312
957,10,12,3,-110.0,2.0,True,2.4416,2.0020,5.0648,11.7934,3.1809,312
958,10,12,3,-105.0,2.0,True,2.4416,2.0020,5.0648,11.7934,3.1809,312
959,10,12,3,-100.0,2.0,True,2.4416,2.0020,5.0648,11.7934,3.1809,312
960,10,12,3,-95.0,2.0,True,2.4416,2.0020,5.0648,11.7934,3.1809,312
961,12,6,3,-110.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
962,12,9,3,-110.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
963,12,12,3,-110.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
964,12,6,3,-105.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
965,12,9,3,-105.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
966,12,12,3,-105.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
967,12,6,3,-100.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
968,12,9,3,-100.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
969,12,12,3,-100.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
970,12,6,3,-95.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
971,12,9,3,-95.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
972,12,12,3,-95.0,1.5,True,2.4426,1.9753,4.9217,11.3039,3.1981,312
973,10,6,3,-110.0,2.0,True,2.4429,2.0108,4.9864,11.7934,3.1952,312
974,10,9,3,-110.0,2.0,True,2.4429,2.0108,4.9864,11.7934,3.1952,312
975,10,6,3,-105.0,2.0,True,2.4429,2.0108,4.9864,11.7934,3.1952,312
976,10,9,3,-105.0,2.0,True,2.4429,2.0108,4.9864,11.7934,3.1952,312
977,10,6,3,-100.0,2.0,True,2.4429,2.0108,4.9864,11.7934,3.1952,312
978,10,9,3,-100.0,2.0,True,2.4429,2.0108,4.9864,11.7934,3.1952,312
979,10,6,3,-95.0,2.0,True,2.4429,2.0108,4.9864,11.7934,3.1952,312
980,10,9,3,-95.0,2.0,True,2.4429,2.0108,4.9864,11.7934,3.1952,312
981,20,6,3,-110.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
982,20,9,3,-110.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
983,20,12,3,-110.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
984,20,15,3,-110.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
985,20,20,3,-110.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
986,20,6,3,-105.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
987,20,9,3,-105.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
988,20,12,3,-105.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
989,20,15,3,-105.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
990,20,20,3,-105.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
991,20,6,3,-100.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
992,20,9,3,-100.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
993,20,12,3,-100.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
994,20,15,3,-100.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
995,20,20,3,-100.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
996,20,6,3,-95.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
997,20,9,3,-95.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
998,20,12,3,-95.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
999,20,15,3,-95.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
1000,20,20,3,-95.0,3.0,True,2.4441,1.8646,4.7898,11.5726,3.2097,312
1001,20,30,3,-110.0,1.5,True,2.4450,1.9762,4.7867,11.4887,3.0856,312
1002,20,30,3,-105.0,1.5,True,2.4450,1.9762,4.7867,11.4887,3.0856,312
1003,20,30,3,-100.0,1.5,True,2.4450,1.9762,4.7867,11.4887,3.0856,312
1004,20,30,3,-95.0,1.5,True,2.4450,1.9762,4.7867,11.4887,3.0856,312
1005,12,6,3,-110.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1006,12,9,3,-110.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1007,12,12,3,-110.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1008,12,6,3,-105.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1009,12,9,3,-105.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1010,12,12,3,-105.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1011,12,6,3,-100.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1012,12,9,3,-100.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1013,12,12,3,-100.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1014,12,6,3,-95.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1015,12,9,3,-95.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1016,12,12,3,-95.0,2.5,True,2.4467,1.9418,4.9259,11.4392,3.2060,312
1017,8,30,3,-110.0,1.5,True,2.4484,1.9309,4.8661,11.4506,3.0856,312
1018,8,30,3,-105.0,1.5,True,2.4484,1.9309,4.8661,11.4506,3.0856,312
1019,8,30,3,-100.0,1.5,True,2.4484,1.9309,4.8661,11.4506,3.0856,312
1020,8,30,3,-95.0,1.5,True,2.4484,1.9309,4.8661,11.4506,3.0856,312
1021,10,20,3,-110.0,2.5,True,2.4485,1.8987,4.8227,11.7881,3.2014,312
1022,10,20,3,-105.0,2.5,True,2.4485,1.8987,4.8227,11.7881,3.2014,312
1023,10,20,3,-100.0,2.5,True,2.4485,1.8987,4.8227,11.7881,3.2014,312
1024,10,20,3,-95.0,2.5,True,2.4485,1.8987,4.8227,11.7881,3.2014,312
1025,20,6,1,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1026,20,6,2,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1027,20,6,3,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1028,20,9,1,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1029,20,9,2,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1030,20,9,3,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1031,20,12,1,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1032,20,12,2,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1033,20,12,3,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1034,20,15,1,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1035,20,15,2,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1036,20,15,3,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1037,20,20,1,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1038,20,20,2,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1039,20,20,3,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1040,20,30,1,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1041,20,30,2,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1042,20,30,3,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1043,20,6,1,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1044,20,6,2,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1045,20,6,3,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1046,20,9,1,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1047,20,9,2,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1048,20,9,3,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1049,20,12,1,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1050,20,12,2,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
