rank,k,region_k,missing_rssi,weight_power,use_region_filter,mean_error_m,median_error_m,p90_error_m,max_error_m,nearest_mean_error_m,samples
858,12,5,-105.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
859,12,8,-105.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
860,12,8,-105.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
861,12,10,-105.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
862,12,10,-105.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
863,12,15,-105.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
864,12,15,-105.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
865,12,20,-105.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
866,12,20,-105.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
867,12,30,-105.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
868,12,30,-105.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
869,12,3,-100.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
870,12,3,-100.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
871,12,5,-100.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
872,12,5,-100.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
873,12,8,-100.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
874,12,8,-100.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
875,12,10,-100.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
876,12,10,-100.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
877,12,15,-100.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
878,12,15,-100.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
879,12,20,-100.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
880,12,20,-100.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
881,12,30,-100.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
882,12,30,-100.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
883,12,3,-95.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
884,12,3,-95.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
885,12,5,-95.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
886,12,5,-95.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
887,12,8,-95.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
888,12,8,-95.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
889,12,10,-95.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
890,12,10,-95.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
891,12,15,-95.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
892,12,15,-95.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
893,12,20,-95.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
894,12,20,-95.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
895,12,30,-95.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
896,12,30,-95.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
897,12,3,-90.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
898,12,3,-90.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
899,12,5,-90.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
900,12,5,-90.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
901,12,8,-90.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
902,12,8,-90.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
903,12,10,-90.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
904,12,10,-90.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
905,12,15,-90.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
906,12,15,-90.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
907,12,20,-90.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
908,12,20,-90.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
909,12,30,-90.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
910,12,30,-90.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
911,12,3,-85.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
912,12,3,-85.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
913,12,5,-85.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
914,12,5,-85.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
915,12,8,-85.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
916,12,8,-85.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
917,12,10,-85.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
918,12,10,-85.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
919,12,15,-85.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
920,12,15,-85.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
921,12,20,-85.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
922,12,20,-85.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
923,12,30,-85.0,1.0,False,2.4487,1.9983,4.9189,11.2252,3.2097,312
924,12,30,-85.0,1.0,True,2.4487,1.9983,4.9189,11.2252,3.2097,312
925,20,3,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
926,20,3,-110.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
927,20,5,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
928,20,5,-110.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
929,20,8,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
930,20,8,-110.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
931,20,10,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
932,20,10,-110.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
933,20,15,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
934,20,15,-110.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
935,20,20,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
936,20,20,-110.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
937,20,30,-110.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
938,20,30,-110.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
939,20,3,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
940,20,3,-105.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
941,20,5,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
942,20,5,-105.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
943,20,8,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
944,20,8,-105.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
945,20,10,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
946,20,10,-105.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
947,20,15,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
948,20,15,-105.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
949,20,20,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
950,20,20,-105.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
951,20,30,-105.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
952,20,30,-105.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
953,20,3,-100.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
954,20,3,-100.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
955,20,5,-100.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
956,20,5,-100.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
957,20,8,-100.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
958,20,8,-100.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
959,20,10,-100.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
960,20,10,-100.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
961,20,15,-100.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
962,20,15,-100.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
963,20,20,-100.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
964,20,20,-100.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
965,20,30,-100.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
966,20,30,-100.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
967,20,3,-95.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
968,20,3,-95.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
969,20,5,-95.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
970,20,5,-95.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
971,20,8,-95.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
972,20,8,-95.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
973,20,10,-95.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
974,20,10,-95.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
975,20,15,-95.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
976,20,15,-95.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
977,20,20,-95.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
978,20,20,-95.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
979,20,30,-95.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
980,20,30,-95.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
981,20,3,-90.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
982,20,3,-90.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
983,20,5,-90.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
984,20,5,-90.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
985,20,8,-90.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
986,20,8,-90.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
987,20,10,-90.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
988,20,10,-90.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
989,20,15,-90.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
990,20,15,-90.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
991,20,20,-90.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
992,20,20,-90.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
993,20,30,-90.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
994,20,30,-90.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
995,20,3,-85.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
996,20,3,-85.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
997,20,5,-85.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
998,20,5,-85.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
999,20,8,-85.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1000,20,8,-85.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
1001,20,10,-85.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1002,20,10,-85.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
1003,20,15,-85.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1004,20,15,-85.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
1005,20,20,-85.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1006,20,20,-85.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
1007,20,30,-85.0,3.0,False,2.4490,1.9839,4.7576,11.4335,3.2097,312
1008,20,30,-85.0,3.0,True,2.4490,1.9839,4.7576,11.4335,3.2097,312
1009,9,3,-110.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1010,9,3,-110.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1011,9,5,-110.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1012,9,5,-110.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1013,9,8,-110.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1014,9,8,-110.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1015,9,10,-110.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1016,9,10,-110.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1017,9,15,-110.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1018,9,15,-110.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1019,9,20,-110.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1020,9,20,-110.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1021,9,30,-110.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1022,9,30,-110.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1023,9,3,-105.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1024,9,3,-105.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1025,9,5,-105.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1026,9,5,-105.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1027,9,8,-105.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1028,9,8,-105.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1029,9,10,-105.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1030,9,10,-105.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1031,9,15,-105.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1032,9,15,-105.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1033,9,20,-105.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1034,9,20,-105.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1035,9,30,-105.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1036,9,30,-105.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1037,9,3,-100.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1038,9,3,-100.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1039,9,5,-100.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1040,9,5,-100.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1041,9,8,-100.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1042,9,8,-100.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1043,9,10,-100.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1044,9,10,-100.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1045,9,15,-100.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1046,9,15,-100.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1047,9,20,-100.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1048,9,20,-100.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1049,9,30,-100.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1050,9,30,-100.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1051,9,3,-95.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1052,9,3,-95.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1053,9,5,-95.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1054,9,5,-95.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1055,9,8,-95.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1056,9,8,-95.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1057,9,10,-95.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1058,9,10,-95.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1059,9,15,-95.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1060,9,15,-95.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1061,9,20,-95.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1062,9,20,-95.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1063,9,30,-95.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1064,9,30,-95.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1065,9,3,-90.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1066,9,3,-90.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1067,9,5,-90.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1068,9,5,-90.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1069,9,8,-90.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1070,9,8,-90.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1071,9,10,-90.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1072,9,10,-90.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1073,9,15,-90.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1074,9,15,-90.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1075,9,20,-90.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1076,9,20,-90.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1077,9,30,-90.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1078,9,30,-90.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1079,9,3,-85.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1080,9,3,-85.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1081,9,5,-85.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1082,9,5,-85.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1083,9,8,-85.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1084,9,8,-85.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1085,9,10,-85.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1086,9,10,-85.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1087,9,15,-85.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1088,9,15,-85.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1089,9,20,-85.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1090,9,20,-85.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1091,9,30,-85.0,1.5,False,2.4497,2.0086,5.0466,11.6371,3.2097,312
1092,9,30,-85.0,1.5,True,2.4497,2.0086,5.0466,11.6371,3.2097,312
1093,9,3,-110.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1094,9,3,-110.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1095,9,5,-110.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1096,9,5,-110.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1097,9,8,-110.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1098,9,8,-110.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1099,9,10,-110.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1100,9,10,-110.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1101,9,15,-110.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1102,9,15,-110.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1103,9,20,-110.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1104,9,20,-110.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1105,9,30,-110.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1106,9,30,-110.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1107,9,3,-105.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1108,9,3,-105.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1109,9,5,-105.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1110,9,5,-105.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1111,9,8,-105.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1112,9,8,-105.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1113,9,10,-105.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1114,9,10,-105.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1115,9,15,-105.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1116,9,15,-105.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1117,9,20,-105.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1118,9,20,-105.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1119,9,30,-105.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1120,9,30,-105.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1121,9,3,-100.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1122,9,3,-100.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1123,9,5,-100.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1124,9,5,-100.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1125,9,8,-100.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1126,9,8,-100.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1127,9,10,-100.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1128,9,10,-100.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1129,9,15,-100.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1130,9,15,-100.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1131,9,20,-100.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1132,9,20,-100.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1133,9,30,-100.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1134,9,30,-100.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1135,9,3,-95.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1136,9,3,-95.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1137,9,5,-95.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1138,9,5,-95.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1139,9,8,-95.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1140,9,8,-95.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1141,9,10,-95.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1142,9,10,-95.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1143,9,15,-95.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1144,9,15,-95.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1145,9,20,-95.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1146,9,20,-95.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1147,9,30,-95.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1148,9,30,-95.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1149,9,3,-90.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1150,9,3,-90.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1151,9,5,-90.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1152,9,5,-90.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1153,9,8,-90.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1154,9,8,-90.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1155,9,10,-90.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1156,9,10,-90.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1157,9,15,-90.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1158,9,15,-90.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1159,9,20,-90.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1160,9,20,-90.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1161,9,30,-90.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1162,9,30,-90.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1163,9,3,-85.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1164,9,3,-85.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1165,9,5,-85.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1166,9,5,-85.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1167,9,8,-85.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
1168,9,8,-85.0,2.0,True,2.4521,1.9967,5.0426,11.6538,3.2097,312
1169,9,10,-85.0,2.0,False,2.4521,1.9967,5.0426,11.6538,3.2097,312
